idDocumentSentence1,idDocumentSentence2,cosine,sentence
5229843,5229833,0.686864,"Houve queda significativa nas produções de minério de ferro e de petróleo no mês."
5229852,5229842,1,"Caiu meio por cento em abril."
5229845,5229835,0.962801,"Dessa vez,  o setor extrativista pesou negativamente, com queda de três vírgula quatro por cento no mês."
5229847,5229837,0.512266,"Já produtos de maior valor agregado, apresentaram alta na produção como máquinas e equipamentos usados em indústrias."
5229849,5229839,0.855932,"Apesar da queda recente, a produção industrial no Brasil ainda sobe três e meio por cento neste ano."
5229851,5229841,0.895838,"A produção industrial nacional caiu meio por cento em abril."
5229844,5229834,0.66074,"Os dados do IBGE divulgados hoje mostram que a produção industrial caiu em Abril depois de dois meses seguidos de alta."
5229846,5229836,0.481256,"Dentro desses seguimentos estão grandes empresas, como a Vale e a Petrobrás, que têm  o minério e o petróleo como matéria-prima."
5229848,5229838,0.612575,"A produção de carros e caminhões foi a que mais cresceu em Abril, com alta de mais de treze por cento."
5229850,5229840,1,"Em comparação com o mesmo período do ano passado."
